item_id,order_id,product_id,quantity,total_item_price
ITEM000285,ORD000285,PROD0210,2,6167.68
ITEM000286,ORD000286,PROD0364,1,66253.06
ITEM000287,ORD000287,PROD0258,3,97952.37
ITEM000288,ORD000288,PROD0365,3,6390.599999999999
ITEM000289,ORD000289,PROD0475,2,3403.08
ITEM000290,ORD000290,PROD0360,3,502.47
ITEM000291,ORD000291,PROD0036,2,7314.22
ITEM000292,ORD000292,PROD0327,3,124898.76
ITEM000293,ORD000293,PROD0289,1,3541.59
ITEM000294,ORD000294,PROD0463,1,301.02
ITEM000295,ORD000295,PROD0328,1,2768.08
ITEM000296,ORD000296,PROD0023,1,858.31
ITEM000297,ORD000297,PROD0022,2,5687.26
ITEM000298,ORD000298,PROD0404,3,1686.09
ITEM000299,ORD000299,PROD0425,3,11089.56
ITEM000300,ORD000300,PROD0155,1,4191.04
ITEM000301,ORD000301,PROD0063,3,153758.34
ITEM000302,ORD000302,PROD0161,2,87147.98
ITEM000303,ORD000303,PROD0267,3,207165.03
ITEM000304,ORD000304,PROD0309,1,7753.4
ITEM000305,ORD000305,PROD0114,2,7205.18
ITEM000306,ORD000306,PROD0111,3,4174.59
ITEM000307,ORD000307,PROD0111,4,5566.12
ITEM000308,ORD000308,PROD0191,1,358.05
ITEM000309,ORD000309,PROD0068,2,490.56
ITEM000310,ORD000310,PROD0433,2,2942.06
ITEM000311,ORD000311,PROD0279,2,1544.84
ITEM000312,ORD000312,PROD0213,4,74719.68
ITEM000313,ORD000313,PROD0366,4,26491.0
ITEM000314,ORD000314,PROD0367,4,3857.76
ITEM000315,ORD000315,PROD0339,4,175787.48
ITEM000316,ORD000316,PROD0206,4,5610.76
ITEM000317,ORD000317,PROD0001,1,32647.93
ITEM000318,ORD000318,PROD0052,4,7526.56
ITEM000319,ORD000319,PROD0418,2,4458.9
ITEM000320,ORD000320,PROD0115,3,6108.57
ITEM000321,ORD000321,PROD0264,1,2592.4
ITEM000322,ORD000322,PROD0161,2,87147.98
ITEM000323,ORD000323,PROD0162,3,221240.61
ITEM000324,ORD000324,PROD0384,1,33888.36
ITEM000325,ORD000325,PROD0001,2,65295.86
ITEM000326,ORD000326,PROD0393,4,7352.08
ITEM000327,ORD000327,PROD0442,2,571.22
ITEM000328,ORD000328,PROD0014,4,11777.92
ITEM000329,ORD000329,PROD0086,3,206765.1
ITEM000330,ORD000330,PROD0301,3,34762.2
ITEM000331,ORD000331,PROD0174,2,72583.26
ITEM000332,ORD000332,PROD0403,1,2519.51
ITEM000333,ORD000333,PROD0438,1,1300.45
ITEM000334,ORD000334,PROD0247,2,1549.02
ITEM000335,ORD000335,PROD0099,4,3534.2
ITEM000336,ORD000336,PROD0405,2,5627.64
ITEM000337,ORD000337,PROD0266,2,49052.08
ITEM000338,ORD000338,PROD0006,2,13924.46
ITEM000339,ORD000339,PROD0055,4,8159.68
ITEM000340,ORD000340,PROD0449,1,65886.45
ITEM000341,ORD000341,PROD0453,2,12080.18
ITEM000342,ORD000342,PROD0016,4,136361.08
ITEM000343,ORD000343,PROD0036,4,14628.44
ITEM000344,ORD000344,PROD0095,2,8736.26
ITEM000345,ORD000345,PROD0439,2,148893.46
ITEM000346,ORD000346,PROD0151,1,632.06
ITEM000347,ORD000347,PROD0416,4,7221.52
ITEM000348,ORD000348,PROD0182,1,1436.71
ITEM000349,ORD000349,PROD0439,3,223340.19
ITEM000350,ORD000350,PROD0239,3,3358.89
ITEM000351,ORD000351,PROD0049,1,65568.45
ITEM000352,ORD000352,PROD0494,3,2685.87
ITEM000353,ORD000353,PROD0278,1,586.92
ITEM000354,ORD000354,PROD0048,2,849.16
ITEM000355,ORD000355,PROD0467,2,79450.9
ITEM000356,ORD000356,PROD0192,1,2631.4
ITEM000357,ORD000357,PROD0287,1,1777.17
ITEM000358,ORD000358,PROD0029,4,1408.92
ITEM000359,ORD000359,PROD0198,4,2452.8
ITEM000360,ORD000360,PROD0383,1,1727.77
ITEM000361,ORD000361,PROD0469,3,5257.11
ITEM000362,ORD000362,PROD0335,4,8834.2
ITEM000363,ORD000363,PROD0414,4,196525.64
ITEM000364,ORD000364,PROD0047,4,3597.0
ITEM000365,ORD000365,PROD0307,4,9892.44
ITEM000366,ORD000366,PROD0152,4,4402.36
ITEM000367,ORD000367,PROD0312,1,3821.28
ITEM000368,ORD000368,PROD0291,2,5217.0
ITEM000369,ORD000369,PROD0395,2,7514.02
ITEM000370,ORD000370,PROD0297,1,1753.16
ITEM000371,ORD000371,PROD0060,2,12099.02
ITEM000372,ORD000372,PROD0098,1,2060.86
ITEM000373,ORD000373,PROD0468,2,12207.82
ITEM000374,ORD000374,PROD0206,4,5610.76
ITEM000375,ORD000375,PROD0321,3,11540.7
ITEM000376,ORD000376,PROD0402,4,8037.84
ITEM000377,ORD000377,PROD0371,3,17600.97
ITEM000378,ORD000378,PROD0192,1,2631.4
ITEM000379,ORD000379,PROD0019,3,8820.57
ITEM000380,ORD000380,PROD0450,2,5719.6
ITEM000381,ORD000381,PROD0183,2,73732.94
ITEM000382,ORD000382,PROD0173,1,778.73
ITEM000383,ORD000383,PROD0062,2,29543.62
ITEM000384,ORD000384,PROD0295,4,47866.2
ITEM000385,ORD000385,PROD0049,1,65568.45
ITEM000386,ORD000386,PROD0344,4,10521.64
ITEM000387,ORD000387,PROD0417,4,210705.76
ITEM000388,ORD000388,PROD0379,4,1241.44
ITEM000389,ORD000389,PROD0416,4,7221.52
ITEM000390,ORD000390,PROD0304,1,489.42
ITEM000391,ORD000391,PROD0114,2,7205.18
ITEM000392,ORD000392,PROD0427,3,4525.74
ITEM000393,ORD000393,PROD0476,4,192330.52
ITEM000394,ORD000394,PROD0296,2,3052.72
ITEM000395,ORD000395,PROD0211,4,1169.96
ITEM000396,ORD000396,PROD0273,3,1164.0
ITEM000397,ORD000397,PROD0225,3,91664.73
ITEM000398,ORD000398,PROD0042,4,15951.76
ITEM000399,ORD000399,PROD0257,1,342.25
ITEM000400,ORD000400,PROD0222,2,1479.18
ITEM000401,ORD000401,PROD0408,4,187206.52
ITEM000402,ORD000402,PROD0339,3,131840.61
ITEM000403,ORD000403,PROD0253,4,6993.64
ITEM000404,ORD000404,PROD0040,4,3008.52
ITEM000405,ORD000405,PROD0248,3,210350.73
ITEM000406,ORD000406,PROD0004,3,206799.33
ITEM000407,ORD000407,PROD0275,1,345.47
ITEM000408,ORD000408,PROD0006,3,20886.69
ITEM000409,ORD000409,PROD0329,3,17112.03
ITEM000410,ORD000410,PROD0160,2,12202.34
ITEM000411,ORD000411,PROD0313,4,22468.72
ITEM000412,ORD000412,PROD0486,3,223536.21
ITEM000413,ORD000413,PROD0076,2,3136.52
ITEM000414,ORD000414,PROD0306,3,10651.23
ITEM000415,ORD000415,PROD0436,4,220728.4
ITEM000416,ORD000416,PROD0105,3,5842.440000000001
ITEM000417,ORD000417,PROD0363,3,4511.73
ITEM000418,ORD000418,PROD0084,2,4925.68
ITEM000419,ORD000419,PROD0385,3,10808.82
ITEM000420,ORD000420,PROD0428,2,3164.16
ITEM000421,ORD000421,PROD0486,4,298048.28
ITEM000422,ORD000422,PROD0491,1,539.27
ITEM000423,ORD000423,PROD0436,1,55182.1
ITEM000424,ORD000424,PROD0286,3,4691.22
ITEM000425,ORD000425,PROD0465,1,21056.94
ITEM000426,ORD000426,PROD0367,1,964.44
ITEM000427,ORD000427,PROD0489,1,48065.79
ITEM000428,ORD000428,PROD0401,3,9419.76
ITEM000429,ORD000429,PROD0434,4,1884.56
ITEM000430,ORD000430,PROD0480,4,184509.08
ITEM000431,ORD000431,PROD0188,2,10766.24
ITEM000432,ORD000432,PROD0009,2,6959.68
ITEM000433,ORD000433,PROD0252,3,190677.3
ITEM000434,ORD000434,PROD0471,1,284.52
ITEM000435,ORD000435,PROD0467,3,119176.35
ITEM000436,ORD000436,PROD0360,4,669.96
ITEM000437,ORD000437,PROD0052,4,7526.56
ITEM000438,ORD000438,PROD0308,3,6383.82
ITEM000439,ORD000439,PROD0217,4,236167.2
ITEM000440,ORD000440,PROD0043,4,154335.36
ITEM000441,ORD000441,PROD0079,1,2055.84
ITEM000442,ORD000442,PROD0493,3,2276.61
ITEM000443,ORD000443,PROD0303,1,2745.36
ITEM000444,ORD000444,PROD0113,4,4448.56
ITEM000445,ORD000445,PROD0107,1,2406.89
ITEM000446,ORD000446,PROD0417,2,105352.88
ITEM000447,ORD000447,PROD0072,2,1499.28
ITEM000448,ORD000448,PROD0039,1,1855.3
ITEM000449,ORD000449,PROD0391,2,123617.4
ITEM000450,ORD000450,PROD0100,3,2142.24
ITEM000451,ORD000451,PROD0144,4,232424.64
ITEM000452,ORD000452,PROD0296,3,4579.08
ITEM000453,ORD000453,PROD0181,1,1628.0
ITEM000454,ORD000454,PROD0084,2,4925.68
ITEM000455,ORD000455,PROD0493,4,3035.48
ITEM000456,ORD000456,PROD0070,3,9797.28
ITEM000457,ORD000457,PROD0022,4,11374.52
ITEM000458,ORD000458,PROD0289,1,3541.59
ITEM000459,ORD000459,PROD0447,2,6305.2
ITEM000460,ORD000460,PROD0483,3,4532.43
ITEM000461,ORD000461,PROD0441,3,4042.74
ITEM000462,ORD000462,PROD0396,4,2784.64
ITEM000463,ORD000463,PROD0414,2,98262.82
ITEM000464,ORD000464,PROD0136,2,13638.08
ITEM000465,ORD000465,PROD0022,2,5687.26
ITEM000466,ORD000466,PROD0341,2,6938.7
ITEM000467,ORD000467,PROD0027,2,5173.22
ITEM000468,ORD000468,PROD0484,3,5121.63
ITEM000469,ORD000469,PROD0424,3,7624.950000000001
ITEM000470,ORD000470,PROD0110,2,6635.02
ITEM000471,ORD000471,PROD0245,3,4462.17
ITEM000472,ORD000472,PROD0447,3,9457.8
ITEM000473,ORD000473,PROD0347,4,288809.8
ITEM000474,ORD000474,PROD0038,1,11290.56
ITEM000475,ORD000475,PROD0480,3,138381.81
ITEM000476,ORD000476,PROD0476,1,48082.63
ITEM000477,ORD000477,PROD0242,3,23534.79
ITEM000478,ORD000478,PROD0254,3,4096.65
ITEM000479,ORD000479,PROD0186,4,8021.84
ITEM000480,ORD000480,PROD0268,2,3170.48
ITEM000481,ORD000481,PROD0285,4,63449.68
ITEM000482,ORD000482,PROD0179,2,7980.44
ITEM000483,ORD000483,PROD0198,1,613.2
ITEM000484,ORD000484,PROD0080,2,3752.52
ITEM000485,ORD000485,PROD0367,2,1928.88
ITEM000486,ORD000486,PROD0230,3,11359.29
ITEM000487,ORD000487,PROD0131,2,92619.4
ITEM000488,ORD000488,PROD0277,4,6459.8
ITEM000489,ORD000489,PROD0004,1,68933.11
ITEM000490,ORD000490,PROD0199,4,2203.48
ITEM000491,ORD000491,PROD0205,1,3856.16
ITEM000492,ORD000492,PROD0055,4,8159.68
ITEM000493,ORD000493,PROD0035,2,7823.34
ITEM000494,ORD000494,PROD0354,4,9902.2
ITEM000495,ORD000495,PROD0471,4,1138.08
ITEM000496,ORD000496,PROD0459,3,184068.69
ITEM000497,ORD000497,PROD0485,4,3722.4
ITEM000498,ORD000498,PROD0093,4,3808.56
ITEM000499,ORD000499,PROD0464,2,73250.88
ITEM000500,ORD000500,PROD0213,2,37359.84
ITEM000501,ORD000501,PROD0404,4,2248.12
ITEM000502,ORD000502,PROD0500,1,334.0
ITEM000503,ORD000503,PROD0380,2,4083.82
ITEM000504,ORD000504,PROD0068,3,735.84
ITEM000505,ORD000505,PROD0370,3,64867.68000000001
ITEM000506,ORD000506,PROD0017,4,4161.12
ITEM000507,ORD000507,PROD0333,4,156718.2
ITEM000508,ORD000508,PROD0118,2,13396.06
ITEM000509,ORD000509,PROD0470,4,30158.92
ITEM000510,ORD000510,PROD0031,1,3800.39
ITEM000511,ORD000511,PROD0199,2,1101.74
ITEM000512,ORD000512,PROD0304,1,489.42
ITEM000513,ORD000513,PROD0426,2,1192.12
ITEM000514,ORD000514,PROD0190,2,15346.04
ITEM000515,ORD000515,PROD0483,3,4532.43
ITEM000516,ORD000516,PROD0038,1,11290.56
ITEM000517,ORD000517,PROD0220,2,4119.42
ITEM000518,ORD000518,PROD0163,2,2705.56
ITEM000519,ORD000519,PROD0252,2,127118.2
ITEM000520,ORD000520,PROD0345,1,2379.43
ITEM000521,ORD000521,PROD0048,4,1698.32
ITEM000522,ORD000522,PROD0087,2,63713.86
ITEM000523,ORD000523,PROD0057,3,2963.46
ITEM000524,ORD000524,PROD0061,2,9536.56
ITEM000525,ORD000525,PROD0284,3,6528.900000000001
ITEM000526,ORD000526,PROD0221,1,669.37
ITEM000527,ORD000527,PROD0025,3,11146.56
ITEM000528,ORD000528,PROD0426,3,1788.18
ITEM000529,ORD000529,PROD0330,3,994.74
ITEM000530,ORD000530,PROD0033,3,1969.74
ITEM000531,ORD000531,PROD0278,3,1760.76
ITEM000532,ORD000532,PROD0042,1,3987.94
ITEM000533,ORD000533,PROD0461,2,3861.4
ITEM000534,ORD000534,PROD0063,3,153758.34
ITEM000535,ORD000535,PROD0342,2,1832.58
ITEM000536,ORD000536,PROD0374,1,1485.75
