order_id,user_id,order_date,status
ORD000122,USR01472,2025-12-27,Delivered
ORD000123,USR00813,2025-04-26,Shipped
ORD000124,USR00454,2025-05-25,Delivered
ORD000125,USR00777,2025-01-01,Shipped
ORD000126,USR01167,2025-08-17,Delivered
ORD000127,USR00165,2025-10-05,Delivered
ORD000128,USR00548,2025-06-15,Delivered
ORD000129,USR01617,2025-02-21,Shipped
ORD000130,USR01725,2025-07-24,Cancelled
ORD000131,USR01357,2025-11-11,Cancelled
ORD000132,USR00130,2025-10-30,Cancelled
ORD000133,USR00657,2025-05-18,Delivered
ORD000134,USR00816,2026-01-31,Cancelled
ORD000135,USR01964,2025-11-13,Shipped
ORD000136,USR01089,2025-08-29,Delivered
ORD000137,USR00487,2025-01-22,Processing
ORD000138,USR01725,2025-09-25,Cancelled
ORD000139,USR02004,2025-11-11,Delivered
ORD000140,USR02254,2025-01-08,Delivered
ORD000141,USR02030,2025-07-08,Processing
ORD000142,USR00522,2026-01-31,Delivered
ORD000143,USR01331,2025-10-15,Delivered
ORD000144,USR01638,2026-01-25,Cancelled
ORD000145,USR02056,2025-04-10,Shipped
ORD000146,USR01593,2025-08-09,Processing
ORD000147,USR00539,2025-08-03,Processing
ORD000148,USR00450,2025-10-08,Delivered
ORD000149,USR00442,2025-04-14,Delivered
ORD000150,USR00087,2025-05-31,Delivered
ORD000151,USR00517,2025-10-11,Delivered
ORD000152,USR00638,2025-03-14,Delivered
ORD000153,USR01410,2025-07-13,Cancelled
ORD000154,USR02049,2025-10-01,Delivered
ORD000155,USR00056,2026-01-07,Delivered
ORD000156,USR00969,2025-10-18,Cancelled
ORD000157,USR00214,2025-10-17,Delivered
ORD000158,USR01402,2025-11-15,Delivered
ORD000159,USR01760,2025-07-27,Shipped
ORD000160,USR02446,2025-03-23,Cancelled
ORD000161,USR00033,2025-07-18,Cancelled
ORD000162,USR01780,2025-11-07,Shipped
ORD000163,USR01967,2025-08-24,Shipped
ORD000164,USR01186,2025-01-08,Processing
ORD000165,USR01156,2025-09-28,Delivered
ORD000166,USR01991,2025-04-30,Delivered
ORD000167,USR00339,2025-10-04,Delivered
ORD000168,USR01757,2025-08-10,Shipped
ORD000169,USR01015,2025-10-13,Delivered
ORD000170,USR00625,2025-10-12,Shipped
ORD000171,USR02095,2025-09-24,Cancelled
ORD000172,USR00766,2025-11-22,Delivered
ORD000173,USR01022,2025-10-17,Delivered
ORD000174,USR01152,2025-03-02,Shipped
ORD000175,USR00472,2025-08-30,Delivered
ORD000176,USR01080,2025-09-28,Cancelled
ORD000177,USR01014,2025-12-16,Delivered
ORD000178,USR01758,2025-12-05,Processing
ORD000179,USR00813,2025-11-25,Delivered
ORD000180,USR01942,2025-09-06,Delivered
ORD000181,USR00423,2026-02-05,Delivered
ORD000182,USR02058,2025-11-11,Cancelled
ORD000183,USR00743,2025-02-07,Processing
ORD000184,USR00773,2025-07-06,Cancelled
ORD000185,USR02422,2025-01-16,Delivered
ORD000186,USR00610,2025-07-09,Delivered
ORD000187,USR00940,2025-10-30,Cancelled
ORD000188,USR00494,2025-08-08,Shipped
ORD000189,USR00542,2025-04-03,Shipped
ORD000190,USR01644,2025-07-05,Shipped
ORD000191,USR00158,2025-08-21,Shipped
ORD000192,USR01122,2025-02-09,Cancelled
ORD000193,USR00788,2025-10-19,Shipped
ORD000194,USR00599,2025-08-21,Delivered
ORD000195,USR01747,2025-07-13,Delivered
ORD000196,USR00073,2025-01-12,Delivered
ORD000197,USR00818,2025-12-21,Delivered
ORD000198,USR00373,2025-11-01,Cancelled
ORD000199,USR00209,2025-05-02,Shipped
ORD000200,USR01558,2025-03-06,Cancelled
ORD000201,USR01669,2025-01-12,Shipped
ORD000202,USR02151,2025-02-14,Delivered
ORD000203,USR01256,2025-03-09,Delivered
ORD000204,USR00948,2025-08-09,Delivered
ORD000205,USR00909,2025-12-26,Processing
ORD000206,USR01377,2026-01-27,Delivered
ORD000207,USR01746,2025-07-03,Processing
ORD000208,USR01963,2025-08-21,Delivered
ORD000209,USR00252,2025-11-20,Cancelled
ORD000210,USR02089,2025-09-25,Cancelled
ORD000211,USR01750,2025-10-23,Delivered
ORD000212,USR00212,2025-10-14,Shipped
ORD000213,USR01247,2025-04-06,Processing
ORD000214,USR00451,2025-07-14,Delivered
ORD000215,USR01103,2025-01-08,Shipped
ORD000216,USR01490,2025-06-04,Cancelled
ORD000217,USR01150,2025-02-10,Delivered
ORD000218,USR01438,2025-10-11,Cancelled
ORD000219,USR01713,2025-01-03,Processing
ORD000220,USR01012,2026-01-25,Delivered
ORD000221,USR01311,2025-10-20,Delivered
ORD000222,USR00195,2025-07-08,Delivered
ORD000223,USR00745,2025-03-13,Delivered
ORD000224,USR00168,2025-02-07,Delivered
ORD000225,USR00003,2025-08-25,Cancelled
ORD000226,USR00214,2025-07-04,Delivered
ORD000227,USR01318,2025-06-21,Shipped
ORD000228,USR00869,2025-09-19,Shipped
ORD000229,USR01169,2025-06-10,Cancelled
ORD000230,USR01934,2025-03-02,Processing
ORD000231,USR01148,2025-08-24,Cancelled
ORD000232,USR02485,2025-09-07,Shipped
ORD000233,USR00413,2025-08-22,Delivered
ORD000234,USR01765,2025-05-29,Shipped
ORD000235,USR00758,2025-12-28,Cancelled
ORD000236,USR01034,2025-02-16,Shipped
ORD000237,USR02013,2025-12-10,Cancelled
ORD000238,USR01490,2026-01-18,Shipped
ORD000239,USR01370,2025-03-12,Delivered
ORD000240,USR01247,2025-09-07,Delivered
ORD000241,USR00457,2025-06-01,Delivered
ORD000242,USR00397,2025-07-17,Delivered
ORD000243,USR00056,2025-11-05,Delivered
ORD000244,USR02261,2025-04-05,Delivered
ORD000245,USR00534,2025-02-08,Cancelled
ORD000246,USR01357,2025-02-19,Shipped
ORD000247,USR01477,2025-10-05,Delivered
ORD000248,USR01481,2025-12-11,Processing
ORD000249,USR02413,2025-11-27,Delivered
ORD000250,USR02167,2025-10-10,Processing
ORD000251,USR02477,2025-03-16,Delivered
ORD000252,USR01523,2025-05-24,Delivered
ORD000253,USR00976,2025-02-17,Delivered
ORD000254,USR01131,2025-11-08,Shipped
ORD000255,USR00861,2025-12-31,Cancelled
ORD000256,USR02394,2025-10-31,Processing
ORD000257,USR01574,2025-07-26,Cancelled
ORD000258,USR00358,2025-03-12,Delivered
ORD000259,USR00436,2025-08-12,Cancelled
ORD000260,USR00535,2025-05-17,Processing
ORD000261,USR02466,2025-04-01,Delivered
ORD000262,USR00493,2025-03-25,Shipped
ORD000263,USR00169,2025-03-14,Delivered
ORD000264,USR02403,2025-11-05,Shipped
ORD000265,USR00781,2025-09-02,Delivered
ORD000266,USR00791,2025-06-21,Delivered
ORD000267,USR01826,2025-09-20,Delivered
ORD000268,USR00405,2025-10-28,Delivered
ORD000269,USR00307,2025-02-08,Processing
ORD000270,USR02239,2025-08-19,Delivered
ORD000271,USR01405,2025-01-28,Delivered
ORD000272,USR01235,2025-12-29,Delivered
ORD000273,USR01943,2025-05-16,Delivered
ORD000274,USR00828,2026-01-05,Delivered
ORD000275,USR02186,2026-01-10,Cancelled
ORD000276,USR00630,2025-07-07,Delivered
ORD000277,USR00180,2025-05-17,Shipped
ORD000278,USR00524,2025-03-09,Delivered
ORD000279,USR00786,2025-02-23,Delivered
ORD000280,USR01713,2025-10-11,Processing
ORD000281,USR02255,2025-06-27,Processing
ORD000282,USR01035,2025-12-15,Processing
ORD000283,USR02296,2025-05-31,Cancelled
ORD000284,USR01423,2025-07-10,Delivered
ORD000285,USR01500,2025-09-06,Delivered
ORD000286,USR01837,2025-01-24,Cancelled
ORD000287,USR00481,2025-06-13,Cancelled
ORD000288,USR01787,2025-08-11,Delivered
ORD000289,USR00278,2026-02-04,Delivered
ORD000290,USR01978,2025-09-16,Delivered
ORD000291,USR01717,2025-03-06,Delivered
ORD000292,USR02146,2025-01-02,Shipped
ORD000293,USR02064,2025-10-23,Delivered
ORD000294,USR00090,2025-03-14,Processing
ORD000295,USR00684,2025-03-06,Cancelled
ORD000296,USR02455,2025-07-07,Cancelled
ORD000297,USR01123,2025-09-12,Processing
ORD000298,USR00529,2025-01-01,Shipped
ORD000299,USR01187,2025-12-30,Shipped
ORD000300,USR00187,2025-10-22,Processing
ORD000301,USR02320,2025-01-10,Delivered
ORD000302,USR00250,2026-01-11,Delivered
ORD000303,USR00780,2025-01-26,Shipped
ORD000304,USR01629,2025-02-02,Processing
ORD000305,USR02028,2025-11-20,Cancelled
ORD000306,USR02181,2025-07-24,Delivered
ORD000307,USR02104,2025-04-23,Delivered
ORD000308,USR00308,2025-12-27,Shipped
ORD000309,USR00678,2025-06-25,Cancelled
ORD000310,USR01794,2025-07-29,Processing
ORD000311,USR02087,2025-05-21,Delivered
ORD000312,USR01574,2025-01-28,Cancelled
ORD000313,USR02304,2025-08-24,Shipped
ORD000314,USR01599,2025-03-29,Shipped
ORD000315,USR01642,2025-04-19,Delivered
ORD000316,USR02488,2025-03-11,Processing
ORD000317,USR01113,2025-05-23,Delivered
ORD000318,USR00848,2025-08-29,Delivered
ORD000319,USR00754,2025-04-01,Delivered
ORD000320,USR00015,2025-09-15,Processing
ORD000321,USR00656,2025-03-25,Delivered
ORD000322,USR02343,2025-10-14,Delivered
ORD000323,USR00893,2025-11-09,Delivered
ORD000324,USR02426,2025-06-17,Delivered
ORD000325,USR00037,2026-01-05,Delivered
ORD000326,USR02101,2025-05-24,Cancelled
ORD000327,USR01866,2025-01-03,Delivered
ORD000328,USR02064,2025-01-30,Shipped
ORD000329,USR02151,2025-02-15,Delivered
ORD000330,USR01061,2025-09-06,Delivered
ORD000331,USR01243,2025-09-24,Cancelled
ORD000332,USR00903,2025-11-30,Shipped
ORD000333,USR01214,2025-09-22,Shipped
ORD000334,USR01100,2025-04-04,Delivered
ORD000335,USR02262,2025-03-24,Delivered
ORD000336,USR00488,2025-12-19,Shipped
ORD000337,USR00701,2025-05-15,Shipped
ORD000338,USR00918,2026-01-03,Delivered
ORD000339,USR00187,2025-08-20,Delivered
ORD000340,USR02186,2025-05-04,Delivered
ORD000341,USR00976,2025-02-16,Delivered
ORD000342,USR01196,2025-03-11,Shipped
ORD000343,USR00161,2025-08-03,Delivered
ORD000344,USR00607,2025-02-07,Delivered
ORD000345,USR01138,2025-07-19,Delivered
ORD000346,USR00545,2025-10-05,Delivered
ORD000347,USR01108,2026-01-31,Delivered
ORD000348,USR00212,2025-07-11,Delivered
ORD000349,USR01020,2025-01-04,Shipped
ORD000350,USR00861,2025-09-04,Delivered
ORD000351,USR02190,2025-02-03,Cancelled
ORD000352,USR00476,2025-01-31,Shipped
ORD000353,USR00006,2025-06-29,Delivered
ORD000354,USR01424,2025-10-15,Shipped
ORD000355,USR02479,2025-11-25,Processing
ORD000356,USR01512,2025-12-24,Shipped
ORD000357,USR01330,2026-01-21,Shipped
ORD000358,USR00341,2025-01-31,Delivered
ORD000359,USR02250,2025-02-16,Processing
ORD000360,USR01082,2025-03-01,Shipped
ORD000361,USR00548,2025-10-22,Processing
ORD000362,USR01673,2025-07-10,Delivered
ORD000363,USR01208,2025-01-01,Processing
ORD000364,USR01330,2025-11-09,Shipped
ORD000365,USR00235,2025-04-02,Delivered
ORD000366,USR00043,2025-08-26,Delivered
ORD000367,USR01457,2025-02-25,Delivered
ORD000368,USR00899,2025-12-03,Processing
ORD000369,USR01146,2025-02-14,Delivered
ORD000370,USR00724,2025-06-11,Cancelled
ORD000371,USR01049,2025-04-06,Delivered
ORD000372,USR00065,2025-08-07,Delivered
ORD000373,USR02202,2025-02-11,Delivered
ORD000374,USR02390,2026-01-18,Delivered
ORD000375,USR00436,2025-01-23,Shipped
ORD000376,USR01565,2026-01-16,Cancelled
ORD000377,USR01055,2025-07-05,Delivered
ORD000378,USR02476,2025-04-27,Delivered
ORD000379,USR02257,2025-08-14,Delivered
ORD000380,USR00845,2025-01-28,Shipped
ORD000381,USR01812,2025-10-19,Processing
ORD000382,USR00904,2025-03-11,Delivered
ORD000383,USR01329,2025-04-13,Processing
ORD000384,USR01101,2025-01-23,Shipped
ORD000385,USR00836,2025-01-17,Delivered
ORD000386,USR02383,2025-08-25,Shipped
ORD000387,USR01620,2025-02-06,Processing
ORD000388,USR00638,2025-08-09,Delivered
ORD000389,USR01828,2025-10-31,Delivered
ORD000390,USR00950,2025-06-10,Delivered
ORD000391,USR01778,2025-12-15,Cancelled
ORD000392,USR01510,2025-01-08,Delivered
ORD000393,USR00608,2025-01-03,Shipped
ORD000394,USR01963,2025-09-05,Delivered
ORD000395,USR00384,2025-05-12,Shipped
ORD000396,USR02032,2025-12-25,Shipped
ORD000397,USR00744,2025-12-01,Cancelled
ORD000398,USR01882,2025-02-14,Shipped
ORD000399,USR00758,2025-09-16,Delivered
ORD000400,USR00722,2025-10-21,Processing
ORD000401,USR00774,2025-06-09,Delivered
ORD000402,USR02334,2025-10-15,Cancelled
ORD000403,USR02010,2025-12-31,Delivered
ORD000404,USR00739,2025-06-17,Cancelled
ORD000405,USR01156,2025-12-24,Delivered
ORD000406,USR00087,2025-05-31,Processing
ORD000407,USR01271,2025-04-27,Shipped
ORD000408,USR00668,2025-11-27,Processing
ORD000409,USR00728,2025-03-14,Delivered
ORD000410,USR01615,2025-10-18,Delivered
ORD000411,USR02490,2025-09-25,Cancelled
ORD000412,USR00770,2025-08-28,Delivered
ORD000413,USR00285,2025-07-31,Delivered
ORD000414,USR00588,2025-10-31,Delivered
ORD000415,USR00296,2025-10-12,Delivered
ORD000416,USR01747,2025-10-21,Processing
ORD000417,USR01005,2025-04-20,Delivered
ORD000418,USR01864,2025-07-31,Delivered
ORD000419,USR01649,2025-06-26,Shipped
ORD000420,USR00411,2025-03-09,Cancelled
ORD000421,USR02158,2025-11-01,Delivered
ORD000422,USR00563,2025-05-12,Delivered
ORD000423,USR00049,2025-05-23,Delivered
ORD000424,USR02472,2025-08-30,Delivered
ORD000425,USR00409,2026-01-28,Delivered
ORD000426,USR01548,2025-03-01,Delivered
ORD000427,USR01573,2025-07-31,Shipped
ORD000428,USR00085,2026-01-11,Shipped
ORD000429,USR00451,2025-02-15,Processing
ORD000430,USR00056,2025-11-16,Cancelled
ORD000431,USR00180,2026-01-05,Cancelled
ORD000432,USR00542,2025-09-21,Cancelled
ORD000433,USR01018,2025-03-14,Cancelled
ORD000434,USR00343,2025-08-31,Cancelled
ORD000435,USR01097,2025-04-14,Delivered
ORD000436,USR00585,2025-06-09,Delivered
ORD000437,USR02457,2025-10-03,Delivered
ORD000438,USR00056,2025-02-12,Shipped
ORD000439,USR00039,2025-04-20,Cancelled
ORD000440,USR00436,2026-01-30,Processing
ORD000441,USR02222,2026-01-07,Shipped
ORD000442,USR01387,2026-02-01,Delivered
ORD000443,USR00349,2025-02-06,Delivered
ORD000444,USR00829,2025-01-19,Delivered
ORD000445,USR00571,2025-05-13,Processing
ORD000446,USR01968,2025-06-20,Delivered
ORD000447,USR02306,2025-01-24,Cancelled
ORD000448,USR01820,2025-03-20,Cancelled
ORD000449,USR00669,2025-06-30,Delivered
ORD000450,USR01260,2026-02-01,Shipped
ORD000451,USR01359,2025-10-15,Delivered
ORD000452,USR01962,2025-12-06,Delivered
ORD000453,USR00633,2025-11-09,Delivered
ORD000454,USR00999,2025-07-26,Cancelled
ORD000455,USR00229,2025-04-24,Processing
ORD000456,USR02227,2025-12-17,Processing
ORD000457,USR01096,2025-04-04,Delivered
ORD000458,USR02227,2025-02-05,Delivered
ORD000459,USR00505,2025-08-28,Delivered
ORD000460,USR00087,2025-06-01,Shipped
ORD000461,USR00183,2025-04-20,Processing
ORD000462,USR00422,2026-01-08,Cancelled
ORD000463,USR02231,2025-07-04,Delivered
ORD000464,USR01216,2025-08-13,Delivered
ORD000465,USR00421,2025-05-12,Delivered
ORD000466,USR02096,2025-09-26,Shipped
ORD000467,USR01702,2026-01-27,Cancelled
ORD000468,USR00581,2025-05-04,Cancelled
ORD000469,USR00005,2025-06-22,Delivered
ORD000470,USR00919,2025-03-19,Cancelled
ORD000471,USR00099,2025-08-04,Delivered
ORD000472,USR00929,2025-09-29,Processing
ORD000473,USR01750,2025-01-31,Cancelled
ORD000474,USR01579,2025-07-27,Cancelled
ORD000475,USR00604,2025-05-20,Delivered
ORD000476,USR01448,2025-10-07,Delivered
ORD000477,USR01175,2025-08-11,Delivered
ORD000478,USR00926,2025-01-20,Cancelled
ORD000479,USR01576,2026-01-17,Shipped
ORD000480,USR00461,2025-08-08,Shipped
ORD000481,USR02015,2025-08-18,Shipped
ORD000482,USR00695,2025-04-10,Cancelled
ORD000483,USR00452,2025-10-29,Shipped
ORD000484,USR00920,2025-10-08,Delivered
ORD000485,USR00417,2025-04-23,Shipped
ORD000486,USR01155,2026-01-03,Delivered
ORD000487,USR01464,2025-05-09,Shipped
ORD000488,USR00313,2025-06-03,Cancelled
ORD000489,USR01367,2025-10-05,Delivered
ORD000490,USR00485,2025-09-15,Cancelled
ORD000491,USR01477,2025-04-10,Delivered
ORD000492,USR00348,2025-10-08,Processing
ORD000493,USR00178,2025-06-05,Shipped
ORD000494,USR02477,2025-04-01,Delivered
ORD000495,USR00619,2025-06-12,Delivered
ORD000496,USR00730,2025-04-27,Delivered
ORD000497,USR01756,2025-07-15,Delivered
ORD000498,USR02173,2025-11-19,Delivered
ORD000499,USR01372,2025-06-02,Delivered
ORD000500,USR02457,2025-07-27,Delivered
ORD000501,USR00743,2025-03-12,Delivered
ORD000502,USR01742,2025-10-04,Cancelled
ORD000503,USR00616,2025-01-25,Cancelled
ORD000504,USR01236,2025-06-19,Processing
ORD000505,USR01176,2025-06-21,Delivered
ORD000506,USR01427,2025-01-28,Processing
ORD000507,USR00426,2025-08-17,Delivered
ORD000508,USR01111,2025-08-16,Delivered
ORD000509,USR02045,2025-05-22,Shipped
ORD000510,USR01512,2025-12-27,Delivered
ORD000511,USR01088,2025-01-26,Processing
ORD000512,USR00313,2025-07-21,Delivered
ORD000513,USR00009,2025-07-04,Delivered
ORD000514,USR00609,2025-08-18,Delivered
ORD000515,USR00601,2025-11-14,Shipped
ORD000516,USR01312,2025-06-21,Shipped
ORD000517,USR00606,2025-06-30,Cancelled
ORD000518,USR01600,2025-02-10,Processing
ORD000519,USR01830,2025-07-06,Shipped
ORD000520,USR01960,2025-07-23,Delivered
ORD000521,USR00276,2025-03-23,Processing
ORD000522,USR00464,2025-04-16,Delivered
ORD000523,USR02367,2025-10-17,Cancelled
ORD000524,USR01751,2025-04-04,Processing
ORD000525,USR01141,2026-01-09,Processing
ORD000526,USR00593,2025-01-05,Shipped
ORD000527,USR00371,2025-11-01,Shipped
ORD000528,USR01324,2025-01-18,Cancelled
ORD000529,USR00523,2025-10-04,Cancelled
ORD000530,USR00745,2025-06-20,Cancelled
ORD000531,USR01578,2026-01-28,Delivered
ORD000532,USR01445,2025-06-16,Cancelled
ORD000533,USR01308,2025-02-24,Delivered
ORD000534,USR02025,2025-01-22,Shipped
ORD000535,USR01737,2025-09-10,Delivered
ORD000536,USR01972,2025-11-19,Delivered
ORD000537,USR01696,2025-12-25,Cancelled
ORD000538,USR02465,2025-06-08,Cancelled
ORD000539,USR01366,2026-01-10,Delivered
ORD000540,USR00567,2025-01-15,Processing
ORD000541,USR01008,2025-12-08,Delivered
ORD000542,USR01570,2025-11-04,Shipped
ORD000543,USR01715,2025-02-22,Processing
ORD000544,USR02251,2025-04-30,Delivered
ORD000545,USR02037,2025-02-21,Delivered
ORD000546,USR02207,2025-02-12,Processing
ORD000547,USR02187,2025-02-21,Delivered
ORD000548,USR02018,2025-08-25,Shipped
ORD000549,USR02182,2026-02-03,Delivered
ORD000550,USR02197,2025-09-17,Processing
ORD000551,USR00943,2025-07-18,Cancelled
ORD000552,USR01576,2025-02-18,Delivered
ORD000553,USR00343,2025-11-04,Delivered
ORD000554,USR02380,2025-12-18,Delivered
ORD000555,USR01728,2025-01-10,Delivered
ORD000556,USR02159,2025-03-14,Delivered
ORD000557,USR02367,2025-06-18,Processing
ORD000558,USR00899,2025-06-01,Delivered
ORD000559,USR00358,2025-12-27,Delivered
ORD000560,USR00964,2025-08-16,Processing
ORD000561,USR01482,2025-12-16,Delivered
ORD000562,USR00012,2025-07-19,Delivered
ORD000563,USR00833,2025-01-28,Delivered
ORD000564,USR00071,2025-12-18,Cancelled
ORD000565,USR01485,2025-12-26,Delivered
ORD000566,USR02288,2025-04-01,Delivered
ORD000567,USR01942,2025-03-28,Delivered
ORD000568,USR00548,2025-11-21,Delivered
ORD000569,USR00452,2025-01-13,Delivered
ORD000570,USR00245,2025-07-27,Shipped
ORD000571,USR01431,2026-01-03,Delivered
ORD000572,USR01479,2025-11-14,Shipped
ORD000573,USR00571,2025-07-09,Delivered
ORD000574,USR01208,2025-04-30,Processing
ORD000575,USR01886,2025-06-11,Cancelled
ORD000576,USR00591,2025-05-18,Cancelled
ORD000577,USR02259,2025-12-24,Cancelled
ORD000578,USR01725,2025-02-12,Cancelled
ORD000579,USR00994,2025-12-16,Delivered
ORD000580,USR00864,2025-04-01,Processing
ORD000581,USR00920,2025-01-01,Delivered
ORD000582,USR00229,2025-02-12,Delivered
ORD000583,USR00565,2025-12-08,Processing
ORD000584,USR00481,2025-03-11,Cancelled
ORD000585,USR00587,2025-04-04,Processing
ORD000586,USR01547,2025-08-13,Processing
ORD000587,USR00108,2025-06-10,Cancelled
ORD000588,USR01740,2025-10-17,Cancelled
ORD000589,USR01523,2025-07-02,Cancelled
ORD000590,USR00222,2025-01-31,Delivered
ORD000591,USR00435,2025-01-06,Delivered
ORD000592,USR02383,2025-03-22,Delivered
ORD000593,USR00303,2025-08-02,Cancelled
ORD000594,USR01954,2026-01-24,Delivered
ORD000595,USR02433,2025-12-25,Delivered
ORD000596,USR00648,2025-01-26,Delivered
ORD000597,USR00124,2025-02-10,Delivered
ORD000598,USR00602,2025-06-13,Delivered
ORD000599,USR01497,2025-02-26,Delivered
ORD000600,USR00579,2025-06-22,Delivered
ORD000601,USR00324,2025-04-20,Delivered
ORD000602,USR01004,2026-01-04,Shipped
ORD000603,USR00316,2025-04-04,Shipped
ORD000604,USR00052,2025-06-27,Processing
ORD000605,USR02332,2025-12-02,Delivered
ORD000606,USR01706,2025-12-18,Delivered
