review_id,user_id,product_id,rating,comment
REV000063,USR01736,PROD0412,5,Highly recommended.
REV000064,USR00624,PROD0174,3,Average quality.
REV000065,USR00480,PROD0387,2,Disappointed with the product.
REV000066,USR01173,PROD0047,4,"Works well, satisfied."
REV000067,USR01334,PROD0350,5,Highly recommended.
REV000068,USR02310,PROD0499,5,Highly recommended.
REV000069,USR02108,PROD0046,3,Average quality.
REV000070,USR01253,PROD0042,3,"Expected better, but fine."
REV000071,USR02119,PROD0207,4,"Works well, satisfied."
REV000072,USR01103,PROD0015,2,"Not good, quality is poor."
REV000073,USR01966,PROD0497,2,"Not good, quality is poor."
REV000074,USR00325,PROD0265,2,"Not good, quality is poor."
REV000075,USR01747,PROD0379,1,"Horrible quality, do not buy."
REV000076,USR02346,PROD0266,2,Bad experience.
REV000077,USR00916,PROD0193,5,Perfect fit and quality.
REV000078,USR01726,PROD0331,4,"Good quality, but delivery was a bit slow."
REV000079,USR00401,PROD0447,4,"Good quality, but delivery was a bit slow."
REV000080,USR02023,PROD0067,2,Defective piece received.
REV000081,USR01319,PROD0395,2,Disappointed with the product.
REV000082,USR01539,PROD0442,2,Defective piece received.
REV000083,USR02266,PROD0060,5,Excellent product!
REV000084,USR00700,PROD0223,3,Average experience.
REV000085,USR01637,PROD0149,3,Okay okay product.
REV000086,USR02191,PROD0313,4,"Works well, satisfied."
REV000087,USR00263,PROD0142,1,"Broken item received, completely waste."
REV000088,USR01058,PROD0393,4,Decent product for the price.
REV000089,USR00480,PROD0091,3,Average experience.
REV000090,USR01500,PROD0010,2,Bad experience.
REV000091,USR01346,PROD0495,4,"Good quality, but delivery was a bit slow."
REV000092,USR00121,PROD0446,4,Good product.
REV000093,USR00353,PROD0073,1,Extremely bad.
REV000094,USR01211,PROD0228,2,Not worth the money.
REV000095,USR01374,PROD0431,5,Value for money.
REV000096,USR01865,PROD0268,3,Okay okay product.
REV000097,USR00057,PROD0037,4,"Works well, satisfied."
REV000098,USR00050,PROD0262,4,Decent product for the price.
REV000099,USR01155,PROD0354,5,Value for money.
REV000100,USR00067,PROD0114,4,Nice design.
REV000101,USR00385,PROD0096,4,"Good quality, but delivery was a bit slow."
REV000102,USR01988,PROD0167,3,"It's fine, nothing special."
REV000103,USR00777,PROD0090,1,Waste of money.
REV000104,USR00931,PROD0160,5,"Super fast delivery, love it!"
REV000105,USR01876,PROD0156,4,"Works well, satisfied."
REV000106,USR01369,PROD0275,2,Disappointed with the product.
REV000107,USR02400,PROD0455,4,Decent product for the price.
REV000108,USR00372,PROD0451,4,Decent product for the price.
REV000109,USR00423,PROD0403,5,Excellent product!
REV000110,USR00698,PROD0178,5,Excellent product!
REV000111,USR02160,PROD0105,2,"Not good, quality is poor."
REV000112,USR01724,PROD0497,5,Value for money.
REV000113,USR00319,PROD0053,5,"Super fast delivery, love it!"
REV000114,USR00937,PROD0256,2,"Not good, quality is poor."
REV000115,USR00491,PROD0452,4,Decent product for the price.
REV000116,USR02137,PROD0092,4,Nice design.
REV000117,USR02113,PROD0219,1,"Horrible quality, do not buy."
REV000118,USR00861,PROD0284,5,Value for money.
REV000119,USR01390,PROD0068,1,Extremely bad.
REV000120,USR01349,PROD0489,4,"Good quality, but delivery was a bit slow."
REV000121,USR01833,PROD0449,2,Not worth the money.
REV000122,USR00147,PROD0403,2,Bad experience.
REV000123,USR00371,PROD0042,2,"Not good, quality is poor."
REV000124,USR01721,PROD0180,3,Average quality.
REV000125,USR00118,PROD0331,2,Disappointed with the product.
REV000126,USR00399,PROD0354,4,"Good quality, but delivery was a bit slow."
REV000127,USR01750,PROD0459,4,Decent product for the price.
REV000128,USR00354,PROD0443,2,Disappointed with the product.
REV000129,USR02498,PROD0357,2,Defective piece received.
REV000130,USR01516,PROD0171,5,Value for money.
REV000131,USR02349,PROD0210,4,Good product.
REV000132,USR01218,PROD0250,2,Bad experience.
REV000133,USR00694,PROD0336,3,Okay okay product.
REV000134,USR01424,PROD0045,4,"Good quality, but delivery was a bit slow."
REV000135,USR01023,PROD0297,5,Highly recommended.
REV000136,USR01331,PROD0491,1,Extremely bad.
REV000137,USR00563,PROD0069,3,Okay okay product.
REV000138,USR01480,PROD0476,4,Decent product for the price.
REV000139,USR00971,PROD0006,5,"Super fast delivery, love it!"
REV000140,USR01843,PROD0039,3,Average quality.
REV000141,USR00057,PROD0093,2,Bad experience.
REV000142,USR01232,PROD0134,4,"Good quality, but delivery was a bit slow."
REV000143,USR00637,PROD0257,5,Perfect fit and quality.
REV000144,USR00118,PROD0433,5,Excellent product!
REV000145,USR01590,PROD0158,5,"Super fast delivery, love it!"
REV000146,USR01465,PROD0437,4,Good product.
REV000147,USR02398,PROD0157,4,Nice design.
REV000148,USR02403,PROD0059,2,Defective piece received.
REV000149,USR01328,PROD0227,2,"Not good, quality is poor."
REV000150,USR01149,PROD0033,4,"Works well, satisfied."
REV000151,USR01126,PROD0474,4,Decent product for the price.
REV000152,USR00015,PROD0334,1,"Horrible quality, do not buy."
REV000153,USR02250,PROD0181,2,Defective piece received.
REV000154,USR00050,PROD0147,2,Bad experience.
REV000155,USR02399,PROD0155,4,Nice design.
REV000156,USR02384,PROD0467,2,Disappointed with the product.
REV000157,USR01299,PROD0459,4,Nice design.
REV000158,USR02293,PROD0389,5,Excellent product!
REV000159,USR02484,PROD0413,4,Decent product for the price.
REV000160,USR00638,PROD0097,4,"Good quality, but delivery was a bit slow."
REV000161,USR02124,PROD0438,5,Value for money.
REV000162,USR00574,PROD0301,5,"Super fast delivery, love it!"
REV000163,USR00473,PROD0194,1,"Horrible quality, do not buy."
REV000164,USR01369,PROD0034,5,Perfect fit and quality.
REV000165,USR01256,PROD0274,2,Not worth the money.
REV000166,USR02373,PROD0304,2,"Not good, quality is poor."
REV000167,USR01746,PROD0014,5,Excellent product!
REV000168,USR00775,PROD0251,3,"It's fine, nothing special."
REV000169,USR00048,PROD0360,4,Good product.
REV000170,USR02068,PROD0280,5,Perfect fit and quality.
REV000171,USR00964,PROD0098,5,Value for money.
REV000172,USR02492,PROD0035,3,Average quality.
REV000173,USR01961,PROD0161,1,"Broken item received, completely waste."
REV000174,USR01959,PROD0080,4,"Good quality, but delivery was a bit slow."
REV000175,USR00561,PROD0123,2,Disappointed with the product.
REV000176,USR01389,PROD0130,4,Good product.
REV000177,USR00465,PROD0289,4,Nice design.
REV000178,USR02220,PROD0305,3,"Expected better, but fine."
REV000179,USR02052,PROD0426,2,Bad experience.
REV000180,USR00938,PROD0490,5,Excellent product!
REV000181,USR00793,PROD0407,2,Bad experience.
REV000182,USR02297,PROD0101,1,"Horrible quality, do not buy."
REV000183,USR02417,PROD0351,2,Bad experience.
REV000184,USR01375,PROD0331,3,Okay okay product.
REV000185,USR00999,PROD0333,5,Value for money.
REV000186,USR01237,PROD0411,4,Good product.
REV000187,USR02402,PROD0443,1,"Horrible quality, do not buy."
REV000188,USR00322,PROD0251,1,Waste of money.
REV000189,USR00139,PROD0369,2,Not worth the money.
REV000190,USR00731,PROD0072,5,"Super fast delivery, love it!"
REV000191,USR01592,PROD0212,3,"Expected better, but fine."
REV000192,USR00921,PROD0302,5,Perfect fit and quality.
REV000193,USR02447,PROD0308,4,Decent product for the price.
REV000194,USR02235,PROD0189,2,Defective piece received.
REV000195,USR01711,PROD0051,5,"Super fast delivery, love it!"
REV000196,USR01179,PROD0434,4,"Good quality, but delivery was a bit slow."
REV000197,USR02426,PROD0296,4,Good product.
REV000198,USR00898,PROD0337,4,Decent product for the price.
REV000199,USR01508,PROD0429,5,Perfect fit and quality.
REV000200,USR01207,PROD0485,1,"Broken item received, completely waste."
REV000201,USR01057,PROD0063,5,Value for money.
REV000202,USR02430,PROD0455,5,Excellent product!
REV000203,USR01989,PROD0100,4,"Works well, satisfied."
REV000204,USR00050,PROD0096,2,Not worth the money.
REV000205,USR01833,PROD0482,5,Highly recommended.
REV000206,USR01390,PROD0481,1,"Horrible quality, do not buy."
REV000207,USR01307,PROD0008,1,"Horrible quality, do not buy."
REV000208,USR01190,PROD0171,5,Excellent product!
REV000209,USR01481,PROD0268,5,Excellent product!
REV000210,USR00781,PROD0166,4,"Good quality, but delivery was a bit slow."
REV000211,USR02185,PROD0110,5,Value for money.
REV000212,USR02239,PROD0391,2,"Not good, quality is poor."
REV000213,USR00698,PROD0436,5,"Super fast delivery, love it!"
REV000214,USR00639,PROD0252,5,Excellent product!
REV000215,USR00988,PROD0135,3,"Expected better, but fine."
REV000216,USR01113,PROD0406,3,"Expected better, but fine."
REV000217,USR00124,PROD0454,1,Waste of money.
REV000218,USR02316,PROD0272,2,Bad experience.
REV000219,USR00495,PROD0187,4,"Works well, satisfied."
REV000220,USR01827,PROD0264,2,Disappointed with the product.
REV000221,USR00137,PROD0026,4,Good product.
REV000222,USR02058,PROD0135,2,Not worth the money.
REV000223,USR02320,PROD0269,2,Bad experience.
REV000224,USR01314,PROD0092,5,Perfect fit and quality.
REV000225,USR01988,PROD0388,5,"Super fast delivery, love it!"
REV000226,USR01251,PROD0322,1,Extremely bad.
REV000227,USR00871,PROD0237,2,"Not good, quality is poor."
REV000228,USR02156,PROD0204,4,"Good quality, but delivery was a bit slow."
REV000229,USR00591,PROD0328,1,Worst product ever!
REV000230,USR01754,PROD0147,3,Okay okay product.
REV000231,USR02037,PROD0076,3,"It's fine, nothing special."
REV000232,USR02167,PROD0482,3,Okay okay product.
REV000233,USR00614,PROD0101,5,Perfect fit and quality.
REV000234,USR02292,PROD0337,1,Extremely bad.
REV000235,USR00652,PROD0098,4,Nice design.
REV000236,USR01806,PROD0209,2,Not worth the money.
REV000237,USR01445,PROD0297,1,"Broken item received, completely waste."
REV000238,USR02378,PROD0106,4,"Works well, satisfied."
REV000239,USR02128,PROD0289,1,Worst product ever!
REV000240,USR01853,PROD0003,5,Highly recommended.
REV000241,USR01542,PROD0428,3,"It's fine, nothing special."
REV000242,USR02149,PROD0308,3,Average experience.
REV000243,USR00181,PROD0058,4,Nice design.
REV000244,USR01908,PROD0154,2,Defective piece received.
REV000245,USR02356,PROD0371,4,"Good quality, but delivery was a bit slow."
REV000246,USR02271,PROD0239,5,"Super fast delivery, love it!"
REV000247,USR00281,PROD0092,3,Average quality.
REV000248,USR00186,PROD0013,3,Average experience.
REV000249,USR01459,PROD0006,1,Worst product ever!
REV000250,USR00500,PROD0287,1,Waste of money.
REV000251,USR00947,PROD0433,4,Good product.
REV000252,USR00447,PROD0023,2,"Not good, quality is poor."
REV000253,USR01257,PROD0318,2,"Not good, quality is poor."
REV000254,USR01790,PROD0041,5,Value for money.
REV000255,USR02386,PROD0071,2,"Not good, quality is poor."
REV000256,USR00647,PROD0187,2,Defective piece received.
REV000257,USR02381,PROD0234,1,Worst product ever!
REV000258,USR00898,PROD0117,4,Nice design.
REV000259,USR00833,PROD0255,4,"Good quality, but delivery was a bit slow."
REV000260,USR02051,PROD0326,4,Good product.
REV000261,USR01544,PROD0274,4,Decent product for the price.
REV000262,USR00888,PROD0087,4,Good product.
REV000263,USR01086,PROD0062,4,Decent product for the price.
REV000264,USR01467,PROD0024,4,Nice design.
REV000265,USR02066,PROD0169,2,Not worth the money.
REV000266,USR01989,PROD0208,5,"Super fast delivery, love it!"
REV000267,USR00696,PROD0236,5,Excellent product!
REV000268,USR00919,PROD0371,2,Disappointed with the product.
REV000269,USR01576,PROD0494,5,Highly recommended.
REV000270,USR01017,PROD0404,2,Bad experience.
REV000271,USR01537,PROD0356,5,Value for money.
REV000272,USR00615,PROD0119,3,Okay okay product.
REV000273,USR02151,PROD0109,4,Decent product for the price.
REV000274,USR01357,PROD0486,5,Value for money.
REV000275,USR02059,PROD0263,3,"Expected better, but fine."
REV000276,USR01178,PROD0460,1,"Horrible quality, do not buy."
REV000277,USR02407,PROD0017,2,Disappointed with the product.
REV000278,USR02232,PROD0215,3,Okay okay product.
REV000279,USR00303,PROD0197,5,Value for money.
REV000280,USR00434,PROD0170,1,"Horrible quality, do not buy."
REV000281,USR01057,PROD0065,5,Excellent product!
REV000282,USR01526,PROD0184,4,Nice design.
REV000283,USR01995,PROD0211,1,Extremely bad.
REV000284,USR01479,PROD0379,1,Worst product ever!
REV000285,USR02164,PROD0242,2,"Not good, quality is poor."
REV000286,USR01881,PROD0010,2,Disappointed with the product.
REV000287,USR00916,PROD0176,5,Highly recommended.
REV000288,USR02178,PROD0383,4,Nice design.
REV000289,USR01674,PROD0428,3,Okay okay product.
REV000290,USR02236,PROD0191,4,"Good quality, but delivery was a bit slow."
REV000291,USR02155,PROD0488,4,Decent product for the price.
REV000292,USR00122,PROD0104,5,Value for money.
REV000293,USR01504,PROD0151,4,"Works well, satisfied."
REV000294,USR00199,PROD0100,4,Decent product for the price.
REV000295,USR01878,PROD0161,5,Value for money.
REV000296,USR01236,PROD0125,5,Highly recommended.
REV000297,USR01283,PROD0186,5,"Super fast delivery, love it!"
REV000298,USR00395,PROD0205,4,Decent product for the price.
REV000299,USR00505,PROD0174,5,Highly recommended.
REV000300,USR01366,PROD0031,5,Value for money.
REV000301,USR00730,PROD0072,5,Value for money.
REV000302,USR01202,PROD0388,3,Okay okay product.
REV000303,USR01895,PROD0218,1,Waste of money.
REV000304,USR00305,PROD0248,4,Nice design.
REV000305,USR02160,PROD0042,1,"Horrible quality, do not buy."
REV000306,USR01801,PROD0163,2,Not worth the money.
REV000307,USR00348,PROD0125,2,"Not good, quality is poor."
REV000308,USR00077,PROD0383,3,Average quality.
REV000309,USR00159,PROD0141,2,Not worth the money.
REV000310,USR00100,PROD0372,4,Good product.
REV000311,USR00813,PROD0161,5,Value for money.
REV000312,USR00005,PROD0172,5,Perfect fit and quality.
REV000313,USR00215,PROD0247,2,Defective piece received.
REV000314,USR01006,PROD0403,2,Disappointed with the product.
REV000315,USR01397,PROD0460,4,Nice design.
REV000316,USR00548,PROD0479,4,Good product.
REV000317,USR01945,PROD0374,3,Okay okay product.
REV000318,USR01330,PROD0139,3,"Expected better, but fine."
REV000319,USR00402,PROD0004,2,Disappointed with the product.
REV000320,USR01900,PROD0151,5,Value for money.
REV000321,USR00708,PROD0461,2,Not worth the money.
REV000322,USR02171,PROD0131,3,Average experience.
REV000323,USR01609,PROD0296,4,Decent product for the price.
REV000324,USR00909,PROD0317,2,Defective piece received.
REV000325,USR00528,PROD0082,1,Extremely bad.
REV000326,USR01145,PROD0247,2,Disappointed with the product.
REV000327,USR01253,PROD0043,4,Nice design.
REV000328,USR02256,PROD0035,5,Excellent product!
REV000329,USR02017,PROD0023,5,Highly recommended.
REV000330,USR02067,PROD0338,4,"Works well, satisfied."
REV000331,USR00981,PROD0263,4,Decent product for the price.
REV000332,USR01738,PROD0404,4,Decent product for the price.
REV000333,USR00154,PROD0101,3,"It's fine, nothing special."
REV000334,USR00171,PROD0247,4,Good product.
REV000335,USR00605,PROD0290,5,"Super fast delivery, love it!"
REV000336,USR02490,PROD0032,5,Perfect fit and quality.
REV000337,USR02070,PROD0272,4,Nice design.
REV000338,USR01241,PROD0232,4,Nice design.
REV000339,USR01512,PROD0295,4,Good product.
REV000340,USR01470,PROD0350,3,Average quality.
REV000341,USR02230,PROD0463,2,Defective piece received.
REV000342,USR00753,PROD0466,5,Value for money.
REV000343,USR02065,PROD0430,4,Good product.
REV000344,USR00290,PROD0287,1,"Broken item received, completely waste."
REV000345,USR01212,PROD0020,5,Value for money.
REV000346,USR01654,PROD0135,2,Bad experience.
REV000347,USR00413,PROD0034,5,Value for money.
REV000348,USR01908,PROD0340,4,"Works well, satisfied."
REV000349,USR00687,PROD0390,1,Extremely bad.
REV000350,USR01924,PROD0266,3,Average experience.
REV000351,USR00128,PROD0210,2,Not worth the money.
REV000352,USR00342,PROD0187,1,Worst product ever!
REV000353,USR02276,PROD0220,1,"Horrible quality, do not buy."
REV000354,USR02334,PROD0235,2,Disappointed with the product.
REV000355,USR00479,PROD0103,5,Perfect fit and quality.
REV000356,USR00859,PROD0281,5,Perfect fit and quality.
REV000357,USR02106,PROD0500,4,"Works well, satisfied."
REV000358,USR02285,PROD0187,4,"Good quality, but delivery was a bit slow."
REV000359,USR02027,PROD0433,5,"Super fast delivery, love it!"
REV000360,USR00513,PROD0221,5,"Super fast delivery, love it!"
REV000361,USR00465,PROD0432,1,Extremely bad.
REV000362,USR01985,PROD0381,2,Defective piece received.
REV000363,USR00537,PROD0154,4,Good product.
REV000364,USR02218,PROD0341,1,"Broken item received, completely waste."
REV000365,USR01005,PROD0493,2,Bad experience.
REV000366,USR01650,PROD0267,4,"Works well, satisfied."
REV000367,USR00009,PROD0281,5,Perfect fit and quality.
REV000368,USR01777,PROD0029,5,Value for money.
REV000369,USR02487,PROD0373,3,"It's fine, nothing special."
REV000370,USR01557,PROD0013,3,"It's fine, nothing special."
REV000371,USR01730,PROD0061,2,Bad experience.
REV000372,USR02208,PROD0342,5,Value for money.
REV000373,USR02070,PROD0072,3,Average quality.
REV000374,USR01120,PROD0167,2,Bad experience.
REV000375,USR01030,PROD0374,4,Nice design.
REV000376,USR02235,PROD0124,4,"Works well, satisfied."
REV000377,USR02020,PROD0314,4,"Works well, satisfied."
REV000378,USR02400,PROD0467,3,"It's fine, nothing special."
REV000379,USR01179,PROD0489,1,Worst product ever!
REV000380,USR02498,PROD0018,3,Okay okay product.
REV000381,USR00993,PROD0176,2,"Not good, quality is poor."
REV000382,USR00357,PROD0450,1,Worst product ever!
REV000383,USR01851,PROD0492,4,Good product.
REV000384,USR00793,PROD0112,3,"Expected better, but fine."
REV000385,USR00810,PROD0096,1,Extremely bad.
REV000386,USR00549,PROD0452,5,Perfect fit and quality.
REV000387,USR00533,PROD0443,4,"Good quality, but delivery was a bit slow."
REV000388,USR00120,PROD0477,2,Bad experience.
REV000389,USR01671,PROD0057,4,Nice design.
REV000390,USR00720,PROD0452,4,Decent product for the price.
REV000391,USR01142,PROD0183,1,Extremely bad.
REV000392,USR02268,PROD0365,4,Good product.
REV000393,USR00127,PROD0388,5,Excellent product!
REV000394,USR01899,PROD0306,5,Highly recommended.
REV000395,USR00657,PROD0410,4,"Good quality, but delivery was a bit slow."
REV000396,USR01870,PROD0197,4,"Good quality, but delivery was a bit slow."
REV000397,USR01165,PROD0101,5,Value for money.
REV000398,USR00889,PROD0423,3,"It's fine, nothing special."
REV000399,USR01376,PROD0213,4,Decent product for the price.
REV000400,USR02089,PROD0015,4,"Works well, satisfied."
REV000401,USR01489,PROD0407,5,Value for money.
REV000402,USR01576,PROD0150,5,Excellent product!
REV000403,USR02338,PROD0001,4,"Good quality, but delivery was a bit slow."
REV000404,USR00867,PROD0355,1,"Broken item received, completely waste."
REV000405,USR00523,PROD0366,3,"It's fine, nothing special."
REV000406,USR02059,PROD0067,4,"Works well, satisfied."
REV000407,USR02004,PROD0491,2,Disappointed with the product.
REV000408,USR01088,PROD0147,1,"Horrible quality, do not buy."
REV000409,USR01007,PROD0488,5,Perfect fit and quality.
REV000410,USR01187,PROD0179,1,Extremely bad.
REV000411,USR00561,PROD0364,4,Nice design.
REV000412,USR00214,PROD0422,5,Value for money.
REV000413,USR01355,PROD0044,1,Waste of money.
REV000414,USR00069,PROD0430,1,Worst product ever!
REV000415,USR00668,PROD0247,5,Highly recommended.
REV000416,USR01173,PROD0462,3,"Expected better, but fine."
REV000417,USR00227,PROD0044,4,Decent product for the price.
REV000418,USR02390,PROD0304,3,"Expected better, but fine."
REV000419,USR00022,PROD0483,5,Perfect fit and quality.
REV000420,USR01446,PROD0153,4,"Works well, satisfied."
REV000421,USR00169,PROD0292,4,Nice design.
REV000422,USR02291,PROD0141,1,"Horrible quality, do not buy."
REV000423,USR00864,PROD0487,4,Good product.
REV000424,USR01168,PROD0416,4,"Good quality, but delivery was a bit slow."
REV000425,USR01425,PROD0163,4,Good product.
REV000426,USR00233,PROD0068,1,Waste of money.
REV000427,USR00803,PROD0258,3,Okay okay product.
REV000428,USR01851,PROD0451,4,"Good quality, but delivery was a bit slow."
REV000429,USR00955,PROD0121,3,Okay okay product.
REV000430,USR01528,PROD0384,2,Disappointed with the product.
REV000431,USR00051,PROD0467,1,Waste of money.
REV000432,USR02491,PROD0040,3,"Expected better, but fine."
REV000433,USR00736,PROD0169,5,Excellent product!
REV000434,USR01573,PROD0118,5,Highly recommended.
REV000435,USR02328,PROD0453,4,Good product.
REV000436,USR00707,PROD0123,4,Decent product for the price.
REV000437,USR01405,PROD0258,5,Excellent product!
REV000438,USR00664,PROD0305,4,Nice design.
REV000439,USR01745,PROD0211,5,"Super fast delivery, love it!"
REV000440,USR00279,PROD0006,2,Bad experience.
REV000441,USR01933,PROD0054,4,Nice design.
REV000442,USR01522,PROD0343,2,Disappointed with the product.
REV000443,USR00343,PROD0017,1,"Broken item received, completely waste."
REV000444,USR01502,PROD0192,4,"Good quality, but delivery was a bit slow."
REV000445,USR01047,PROD0089,4,Decent product for the price.
REV000446,USR00356,PROD0282,5,"Super fast delivery, love it!"
REV000447,USR02143,PROD0065,5,"Super fast delivery, love it!"
REV000448,USR02229,PROD0096,1,Extremely bad.
REV000449,USR00557,PROD0226,5,Excellent product!
REV000450,USR00729,PROD0341,3,Average experience.
REV000451,USR02078,PROD0166,3,Average quality.
REV000452,USR01850,PROD0103,5,Highly recommended.
REV000453,USR00132,PROD0142,4,Good product.
REV000454,USR00226,PROD0411,5,"Super fast delivery, love it!"
REV000455,USR00585,PROD0290,5,Value for money.
REV000456,USR00278,PROD0354,4,"Works well, satisfied."
REV000457,USR00892,PROD0392,1,"Horrible quality, do not buy."
REV000458,USR01759,PROD0167,5,Value for money.
REV000459,USR00361,PROD0422,2,Not worth the money.
REV000460,USR00886,PROD0266,3,"Expected better, but fine."
REV000461,USR02469,PROD0343,4,Good product.
REV000462,USR02370,PROD0248,5,Perfect fit and quality.
REV000463,USR02327,PROD0183,4,Nice design.
REV000464,USR00698,PROD0213,5,"Super fast delivery, love it!"
REV000465,USR00854,PROD0239,2,Defective piece received.
REV000466,USR00635,PROD0444,2,Defective piece received.
REV000467,USR00887,PROD0159,5,Value for money.
REV000468,USR02403,PROD0367,5,Excellent product!
REV000469,USR02068,PROD0435,2,Bad experience.
REV000470,USR01820,PROD0439,5,"Super fast delivery, love it!"
REV000471,USR01148,PROD0340,1,"Horrible quality, do not buy."
REV000472,USR01187,PROD0158,5,Highly recommended.
REV000473,USR01345,PROD0327,2,Not worth the money.
REV000474,USR00389,PROD0112,1,Worst product ever!
REV000475,USR00658,PROD0207,5,Value for money.
REV000476,USR00600,PROD0494,4,Nice design.
REV000477,USR01914,PROD0107,3,Average quality.
REV000478,USR01723,PROD0081,5,Excellent product!
REV000479,USR00011,PROD0465,4,"Works well, satisfied."
REV000480,USR01847,PROD0491,5,Highly recommended.
REV000481,USR02189,PROD0093,3,Okay okay product.
REV000482,USR01717,PROD0413,2,Defective piece received.
REV000483,USR01759,PROD0165,4,Good product.
REV000484,USR00031,PROD0362,5,"Super fast delivery, love it!"
REV000485,USR01831,PROD0012,3,Okay okay product.
REV000486,USR01653,PROD0115,5,Perfect fit and quality.
REV000487,USR01191,PROD0074,1,"Horrible quality, do not buy."
REV000488,USR01183,PROD0354,5,Perfect fit and quality.
REV000489,USR00521,PROD0439,5,Perfect fit and quality.
REV000490,USR00015,PROD0149,1,"Horrible quality, do not buy."
REV000491,USR01860,PROD0490,3,"Expected better, but fine."
REV000492,USR00154,PROD0204,4,Nice design.
REV000493,USR02023,PROD0232,5,Perfect fit and quality.
REV000494,USR02004,PROD0245,3,"It's fine, nothing special."
REV000495,USR00422,PROD0263,3,Average experience.
REV000496,USR00948,PROD0465,3,"Expected better, but fine."
REV000497,USR01519,PROD0365,5,"Super fast delivery, love it!"
REV000498,USR02346,PROD0064,1,"Broken item received, completely waste."
REV000499,USR00639,PROD0256,1,"Broken item received, completely waste."
REV000500,USR00962,PROD0323,3,"Expected better, but fine."
REV000501,USR01011,PROD0337,3,Average quality.
REV000502,USR00361,PROD0379,2,Defective piece received.
REV000503,USR00717,PROD0379,3,Average quality.
REV000504,USR02242,PROD0116,3,"Expected better, but fine."
REV000505,USR02390,PROD0362,1,Waste of money.
REV000506,USR02050,PROD0065,5,Highly recommended.
REV000507,USR01296,PROD0065,5,Perfect fit and quality.
REV000508,USR00479,PROD0417,3,Average quality.
REV000509,USR00364,PROD0204,4,"Works well, satisfied."
REV000510,USR02082,PROD0189,1,Waste of money.
